user_id,session_count,avg_session_duration,feature_1_usage,feature_2_usage,total_actions,last_active_days_ago,crash_count,feedback_submitted,device_type,gender,education,age,mode,churned
U2743,14,5.4,1,5,430,26,0,0,iOS,male,college,19,1,1
U2744,13,7.69,2,3,30,18,0,0,Android,male,college,11,1,1
U2745,11,2.83,2,11,332,18,0,0,Android,male,college,20,1,1
U2746,8,6.97,2,8,375,18,0,0,iOS,male,JEE,6,1,1
U2747,11,2.96,7,9,216,7,0,1,Android,female,school,25,1,1
U2748,12,6.51,3,6,441,22,0,0,iOS,female,school,16,1,1
U2749,13,2.45,1,3,162,20,1,0,Android,male,college,18,1,1
U2750,10,6.71,5,8,427,21,0,0,Android,female,school,22,1,1
U2751,12,4.18,6,4,187,16,0,0,iOS,male,school,7,1,1
U2752,6,8.08,4,6,361,11,1,0,Android,female,NEET,18,1,1
U2753,11,4.85,5,7,499,20,1,1,iOS,male,college,16,1,1
U2754,9,5.5,7,11,11,15,0,1,Android,female,school,30,0,1
U2755,8,7.55,7,4,394,22,0,0,Android,male,NEET,19,1,1
U2756,13,7.69,2,3,30,18,0,0,Android,male,college,15,1,1
U2757,9,4.27,5,5,322,28,1,1,Android,female,JEE,7,1,1
U2758,13,8.28,2,5,392,12,0,0,Android,female,JEE,23,0,1
U2759,11,4.89,5,5,236,16,2,0,Android,female,NEET,23,1,1
U2760,9,3.82,2,4,303,17,0,0,Android,male,JEE,24,1,1
U2761,9,7.2,4,8,452,11,1,1,Android,female,college,20,0,1
U2762,5,3.26,7,7,467,6,1,0,iOS,female,NEET,20,0,1
U2763,14,5.4,1,5,430,26,0,0,iOS,male,JEE,20,1,1
U2764,11,7.25,7,3,306,12,1,0,iOS,female,JEE,28,0,1
U2765,7,2.18,7,1,228,13,0,1,Android,male,JEE,17,0,1
U2766,11,5.36,4,3,116,14,2,0,iOS,female,NEET,19,1,1
U2767,6,7.49,9,7,177,21,0,0,iOS,male,school,24,0,1
U2768,12,6.51,3,6,441,22,0,0,iOS,female,JEE,15,1,1
U2769,14,6.53,7,7,241,18,0,1,Android,male,JEE,18,0,1
U2770,9,6.31,6,12,97,14,0,0,Android,male,college,26,0,1
U2771,17,4.94,3,6,11,14,3,1,Android,female,school,16,0,1
U2772,10,5.52,7,8,45,27,1,0,Android,female,NEET,29,1,1
U2773,16,4.62,5,10,241,4,1,1,iOS,male,school,16,1,1
U2774,8,6.35,7,8,306,14,2,0,iOS,female,NEET,16,1,1
U2775,2,5.88,3,7,293,29,0,0,iOS,male,NEET,5,1,1
U2776,3,5.64,7,10,344,21,0,1,Android,male,college,29,0,1
U2777,10,6.71,5,8,427,21,0,0,Android,female,JEE,17,1,1
U2778,7,3.86,3,7,289,19,0,0,iOS,male,school,16,1,1
U2779,16,3.75,4,3,445,23,0,0,Android,male,school,15,1,1
U2780,10,2.8,10,4,335,19,0,0,iOS,male,JEE,27,1,1
U2781,15,5.53,4,8,210,28,1,1,Android,male,NEET,14,1,1
U2782,7,4.56,6,11,462,0,1,1,Android,female,college,19,1,1
U2783,6,8.08,4,6,361,11,1,0,Android,male,school,17,0,1
U2784,8,7.46,5,6,199,13,2,1,iOS,female,NEET,18,1,1
U2785,6,3.78,6,4,417,24,1,0,Android,male,JEE,26,1,1
U2786,10,7.09,6,9,211,13,1,0,iOS,male,NEET,7,0,1
U2787,7,10.11,5,5,28,28,1,1,Android,male,school,24,0,1
U2788,6,6.05,6,7,77,6,0,0,iOS,female,NEET,18,0,1
U2789,2,9.62,4,8,42,2,0,0,iOS,male,school,13,1,1
U2790,17,5.92,4,5,186,0,3,0,Android,male,NEET,14,1,1
U2791,9,5.54,4,7,80,7,0,0,Android,female,school,27,1,1
U2792,16,3.75,4,3,445,23,0,0,Android,female,JEE,23,0,1
U2793,8,6.35,7,8,306,14,2,0,iOS,male,college,28,1,1
U2794,12,7.88,6,12,283,18,1,0,iOS,female,college,14,0,1
U2795,9,6.59,5,7,160,16,0,0,iOS,male,college,24,1,1
U2796,10,3.51,8,5,346,14,1,0,Android,female,college,18,1,1
U2797,6,6.14,3,9,86,21,0,0,Android,male,school,16,1,1
U2798,8,6.93,1,5,207,19,1,1,iOS,female,college,20,1,1
U2799,8,4.43,6,5,369,16,0,0,Android,female,NEET,14,1,1
U2800,11,8.23,3,2,117,10,1,0,Android,female,college,22,1,1
U2801,11,9.37,9,7,338,25,0,0,iOS,male,school,25,1,1
U2802,8,5.91,11,8,452,27,1,0,Android,female,school,25,0,1
U2803,9,6.97,3,4,204,17,1,0,Android,male,NEET,19,1,1
U2804,7,4.29,10,9,415,28,1,0,Android,female,college,11,1,1
U2805,5,6.82,8,3,420,16,0,0,iOS,female,NEET,24,1,1
U2806,10,2.8,10,4,335,19,0,0,iOS,male,NEET,20,1,1
U2807,10,5.52,7,8,45,27,1,0,Android,male,college,30,0,1
U2808,9,6.82,6,3,245,28,0,0,iOS,male,JEE,8,1,1
U2809,10,5.18,7,4,126,23,1,0,Android,male,NEET,25,0,1
U2810,6,6.04,5,12,210,5,0,1,iOS,female,college,22,1,1
U2811,8,7.25,5,8,145,27,1,0,Android,male,JEE,9,1,1
U2812,9,5.03,5,14,154,15,2,0,iOS,male,college,12,0,1
U2813,6,6.07,6,5,361,0,0,0,Android,male,college,26,1,1
U2814,7,4.78,4,11,442,19,0,1,Android,male,NEET,12,1,1
U2815,8,6.94,9,2,119,20,0,1,iOS,male,college,20,1,1
U2816,9,8.4,2,14,386,15,0,1,iOS,male,college,19,1,1
U2817,13,7.2,8,5,401,20,0,0,iOS,male,school,27,1,1
U2818,5,7.39,6,3,221,14,1,0,Android,female,JEE,18,1,1
U2819,11,5.59,5,15,54,3,0,0,Android,male,NEET,21,1,1
U2820,10,6.4,4,6,291,12,1,0,Android,male,NEET,18,1,1
U2821,5,7.17,0,6,122,24,0,0,Android,male,JEE,15,1,1
U2822,12,8.68,3,11,225,22,1,1,iOS,female,NEET,17,1,1
U2823,6,4.79,6,2,284,13,1,0,iOS,male,school,24,0,1
U2824,13,3.38,6,5,175,19,1,0,iOS,female,NEET,10,1,1
U2825,11,4.85,5,7,499,20,1,1,iOS,male,JEE,7,0,1
U2826,12,3.78,3,3,129,23,0,0,Android,female,NEET,15,1,1
U2827,8,3.97,5,6,116,10,1,0,iOS,male,JEE,19,1,1
U2828,12,5.07,3,11,109,0,0,0,iOS,female,JEE,25,1,1
U2829,6,5.51,3,9,15,27,0,1,iOS,male,NEET,18,1,1
U2830,13,8.16,6,19,373,2,0,0,iOS,male,JEE,23,1,1
U2831,4,10.44,3,3,167,20,1,1,Android,male,JEE,22,0,1
U2832,13,5.94,3,6,85,20,1,0,Android,female,JEE,21,1,1
U2833,6,8.68,7,7,261,21,0,1,Android,female,college,16,0,1
U2834,8,3.65,5,4,401,24,0,0,iOS,male,school,20,0,1
U2835,14,6.64,4,9,291,21,1,0,Android,female,school,18,1,1
U2836,5,7.39,6,3,221,14,1,0,Android,male,college,18,1,1
U2837,9,5.61,3,7,98,3,0,0,iOS,male,NEET,24,1,1
U2838,10,9.23,7,6,96,11,0,1,Android,female,NEET,18,1,1
U2839,11,8.91,7,6,359,17,0,1,Android,male,JEE,21,1,1
U2840,15,9.11,2,7,283,18,0,0,Android,male,NEET,28,0,1
U2841,7,6.3,2,11,435,27,0,0,iOS,female,NEET,24,0,1
U2842,11,6.15,8,1,67,19,0,1,iOS,female,JEE,26,0,1
U2843,11,7.68,2,4,457,23,0,0,Android,male,JEE,18,0,1
U2844,8,5.06,5,9,80,6,0,1,iOS,male,NEET,15,0,1
U2845,6,4.04,4,7,410,10,0,0,iOS,female,school,7,1,1
U2846,13,7.2,8,5,401,20,0,0,iOS,female,college,11,1,1
U2847,10,8.84,2,8,404,29,0,1,iOS,female,school,13,0,1
U2848,6,6.04,5,12,210,5,0,1,iOS,male,JEE,18,1,1
U2849,13,8.16,6,19,373,2,0,0,iOS,female,school,30,0,1
U2850,6,4.3,4,6,258,24,0,0,Android,male,college,14,1,1
U2851,6,2.26,6,9,213,3,0,0,Android,female,school,19,1,1
U2852,10,5.02,5,7,294,25,1,0,iOS,female,NEET,20,1,1
U2853,7,7.11,5,6,262,16,0,0,iOS,female,NEET,24,1,1
U2854,11,2.07,3,5,455,12,0,1,iOS,female,NEET,26,0,1
U2855,10,1.52,1,12,395,1,0,0,iOS,female,NEET,23,1,1
U2856,8,9.32,2,3,262,7,1,1,iOS,male,NEET,23,1,1
U2857,10,7.14,8,8,462,26,0,0,iOS,female,college,19,1,1
U2858,10,8.84,2,8,404,29,0,1,iOS,female,NEET,6,1,1
U2859,7,3.68,7,6,394,21,0,1,Android,female,NEET,28,1,1
U2860,15,7.86,4,7,433,8,0,0,iOS,male,JEE,17,1,1
U2861,12,7.51,5,5,385,19,1,1,Android,male,NEET,18,1,1
U2862,14,4.75,6,8,455,7,0,0,iOS,male,JEE,20,1,1
U2863,13,7.25,4,4,168,28,2,0,Android,female,NEET,11,1,1
U2864,5,4.99,7,8,261,0,0,1,iOS,male,college,21,1,1
U2865,4,10.44,3,3,167,20,1,1,Android,female,JEE,27,1,1
U2866,4,7.75,4,3,396,21,0,0,Android,male,school,23,1,1
U2867,6,7.56,7,4,418,12,0,0,iOS,male,NEET,16,0,1
U2868,13,6.92,2,7,242,17,3,0,iOS,male,NEET,30,1,1
U2869,10,5.52,7,8,45,27,1,0,Android,female,NEET,16,0,1
U2870,10,5.72,4,5,487,7,0,0,Android,male,NEET,29,1,1
U2871,11,6.15,8,1,67,19,0,1,iOS,female,JEE,16,1,1
U2872,9,6.09,8,7,440,20,0,1,iOS,female,JEE,25,1,1
U2873,13,6.69,3,12,470,26,1,0,iOS,male,college,28,1,1
U2874,6,4.3,4,6,258,24,0,0,Android,male,JEE,17,1,1
U2875,6,4.97,6,4,466,23,0,0,Android,male,college,25,1,1
U2876,13,6.85,5,9,261,28,0,1,Android,female,JEE,22,1,1
U2877,8,3.65,5,4,401,24,0,0,iOS,male,college,24,1,1
U2878,8,4.1,5,8,225,9,0,0,Android,female,JEE,7,1,1
U2879,10,1.76,4,5,288,11,1,0,iOS,female,JEE,12,1,1
U2880,13,8.49,8,6,49,27,0,0,Android,female,school,26,0,1
U2881,10,2.9,3,5,373,19,0,0,Android,female,JEE,26,1,1
U2882,15,7.36,3,4,144,20,0,0,iOS,male,college,11,1,1
U2883,8,8.56,4,4,337,26,0,0,Android,female,JEE,17,1,1
U2884,6,9.03,6,6,315,28,0,0,iOS,male,college,18,0,1
U2885,14,5.88,5,8,422,12,2,1,Android,female,college,21,1,1
U2886,7,2.59,8,7,120,10,1,1,Android,male,NEET,25,1,1
U2887,14,4.75,6,8,455,7,0,0,iOS,female,college,17,1,1
U2888,8,7.07,3,5,452,17,1,1,iOS,male,school,26,1,1
U2889,8,6.97,2,8,375,18,0,0,iOS,male,school,23,0,1
U2890,13,5.17,7,12,93,19,0,0,Android,female,college,21,0,1
U2891,9,6.12,7,5,389,25,1,0,Android,female,NEET,17,1,1
U2892,18,3.19,5,5,164,21,3,0,iOS,male,NEET,17,1,1
U2893,4,7.75,4,3,396,21,0,0,Android,male,college,12,1,1
U2894,14,6.46,3,7,493,17,1,0,iOS,male,JEE,16,0,1
U2895,8,6.63,7,11,35,23,0,0,Android,male,school,24,1,1
U2896,8,6.52,6,4,290,14,0,0,iOS,male,JEE,30,1,1
U2897,17,5.92,4,5,186,0,3,0,Android,female,college,9,1,1
U2898,8,3.52,3,7,481,26,2,0,iOS,male,JEE,14,1,1
U2899,9,6.54,7,4,238,22,0,0,iOS,female,NEET,22,1,1
U2900,4,6.04,4,10,332,21,1,0,Android,male,school,30,1,1
U2901,11,5.02,4,8,447,16,0,0,iOS,female,school,19,1,1
U2902,9,8.54,5,2,223,12,0,0,iOS,female,JEE,23,1,1
U2903,11,3.26,3,9,343,10,0,1,Android,female,JEE,12,1,1
U2904,12,5.07,5,9,405,12,0,0,iOS,male,JEE,7,1,1
U2905,14,6.64,4,6,231,28,0,0,iOS,male,school,10,0,1
U2906,7,3.62,3,11,220,25,0,0,Android,male,college,13,1,1
U2907,11,10.18,4,4,360,10,0,0,Android,male,college,12,1,1
U2908,6,4.97,6,4,466,23,0,0,Android,female,college,27,1,1
U2909,10,7.34,4,9,271,17,0,0,Android,male,JEE,25,0,1
U2910,11,9.61,5,10,84,27,1,0,iOS,female,NEET,15,1,1
U2911,11,7.22,7,10,225,12,2,0,iOS,female,NEET,24,1,1
U2912,6,1.9,4,5,274,15,1,0,Android,female,JEE,17,1,1
U2913,13,7.21,4,10,334,20,0,0,iOS,male,college,21,1,1
U2914,12,8.64,4,7,182,18,1,1,Android,male,college,14,1,1
U2915,7,7.77,4,8,167,12,0,1,iOS,female,NEET,5,0,1
U2916,11,11.97,4,4,287,7,1,0,Android,female,NEET,29,1,1
U2917,13,5.57,5,6,389,16,1,0,iOS,female,JEE,23,1,1
U2918,15,8.93,6,13,354,11,1,0,iOS,female,school,26,1,1
U2919,9,5.41,4,9,120,20,2,1,iOS,male,school,16,1,1
U2920,4,6.92,3,4,251,23,0,1,Android,male,NEET,18,0,1
U2921,9,3.82,4,10,101,29,0,0,iOS,male,school,19,0,1
U2922,15,3.99,5,5,242,16,1,0,iOS,male,school,23,1,1
U2923,11,3.06,6,7,16,15,1,1,Android,female,JEE,28,1,1
U2924,7,5.44,3,7,422,20,0,1,Android,male,NEET,18,0,1
U2925,10,4.43,6,5,180,22,0,0,Android,female,NEET,23,1,1
U2926,9,5.62,7,7,390,29,0,1,iOS,male,college,10,1,1
U2927,12,4.68,2,3,113,29,0,1,Android,male,college,5,1,1
U2928,12,3.72,4,10,271,17,0,0,iOS,male,college,8,1,1
U2929,12,4.49,6,5,431,18,1,0,Android,male,college,24,1,1
U2930,12,7.78,3,6,497,18,0,0,iOS,male,college,26,1,1
U2931,11,2.18,8,13,388,14,0,0,iOS,female,school,20,1,1
U2932,10,7.58,8,8,65,19,0,0,iOS,male,NEET,30,1,1
U2933,10,6.74,7,3,201,17,0,0,Android,female,college,5,1,1
U2934,9,6.82,6,3,245,28,0,0,iOS,male,school,15,1,1
U2935,11,6.39,5,5,447,19,0,1,iOS,female,NEET,24,1,1
U2936,3,5.64,7,10,344,21,0,1,Android,female,NEET,18,1,1
U2937,5,3.26,7,7,467,6,1,0,iOS,female,JEE,22,0,1
U2938,11,6.77,2,3,422,21,0,0,iOS,male,school,17,1,1
U2939,8,6.82,8,6,155,18,0,1,Android,male,NEET,23,1,1
U2940,13,3.36,3,6,405,15,3,0,iOS,male,JEE,18,0,1
U2941,9,8.02,4,10,340,15,0,1,iOS,female,school,21,1,1
U2942,13,6.03,2,7,290,20,1,0,iOS,female,school,15,0,1
U2943,11,8.27,6,6,435,27,1,0,Android,male,JEE,24,1,1
U2944,10,7.82,5,7,360,14,0,0,iOS,female,NEET,25,1,1
U2945,9,6.34,7,5,447,27,0,0,Android,female,college,21,0,1
U2946,8,5.91,11,8,452,27,1,0,Android,male,college,22,0,1
U2947,11,6.88,7,3,489,22,1,0,iOS,female,JEE,17,1,1
U2948,13,5.46,4,6,72,20,1,0,iOS,male,NEET,17,1,1
U2949,9,9.26,2,4,22,5,0,1,Android,male,school,7,0,1
U2950,17,4.94,3,6,11,14,3,1,Android,male,NEET,15,1,1
U2951,4,2.44,3,10,385,27,0,0,iOS,female,college,22,0,1
U2952,7,5.48,14,9,434,11,0,1,Android,female,school,30,1,1
U2953,10,9.02,5,5,145,20,1,1,iOS,female,JEE,17,1,1
U2954,9,3.29,4,5,404,29,1,0,Android,female,school,15,0,1
U2955,9,3.82,4,10,101,29,0,0,iOS,female,college,22,1,1
U2956,1,7.79,5,5,114,14,0,0,iOS,male,college,21,1,1
U2957,6,9.03,6,6,315,28,0,0,iOS,female,college,19,1,1
U2958,12,6.07,3,10,115,20,1,0,Android,male,school,13,1,1
U2959,8,8.1,8,2,222,18,1,1,Android,female,college,9,1,1
U2960,9,3.5,5,7,163,22,0,0,iOS,female,NEET,21,1,1
U2961,11,6.34,7,6,203,13,0,0,iOS,female,JEE,21,1,1
U2962,14,5.34,4,8,205,23,1,0,Android,male,college,23,1,1
U2963,9,1.56,6,3,493,6,0,0,Android,male,JEE,29,1,1
U2964,8,5.77,4,10,180,10,0,0,Android,female,college,5,1,1
U2965,10,9.1,3,7,85,27,1,0,iOS,female,school,14,1,1
U2966,7,3.68,7,6,394,21,0,1,Android,female,school,12,1,1
U2967,11,7.76,4,7,254,17,0,0,iOS,female,NEET,26,1,1
U2968,9,7.3,3,6,141,14,2,0,Android,female,JEE,25,1,1
U2969,7,4.56,6,11,462,0,1,1,Android,male,college,17,0,1
U2970,2,4.3,8,12,44,25,1,1,Android,male,JEE,22,1,1
U2971,10,6.74,7,3,201,17,0,0,Android,male,school,16,0,1
U2972,8,8.45,5,9,315,29,0,0,iOS,male,school,13,1,1
U2973,11,5.59,5,15,54,3,0,0,Android,female,school,9,1,1
U2974,11,4.57,6,5,393,12,0,0,iOS,female,college,5,1,1
U2975,11,6.15,4,6,253,23,1,0,Android,male,JEE,29,1,1
U2976,17,5.54,7,6,394,14,3,0,Android,male,NEET,25,0,1
U2977,10,8.84,2,8,404,29,0,1,iOS,male,school,21,0,1
U2978,17,5.54,7,6,394,14,3,0,Android,female,college,7,1,1
U2979,10,6.81,2,6,185,25,0,0,iOS,male,school,30,1,1
U2980,9,5.74,3,8,478,24,2,0,Android,male,college,19,0,1
U2981,9,2.25,9,5,324,28,0,0,Android,male,JEE,30,1,1
U2982,11,4.85,5,7,499,20,1,1,iOS,male,school,26,1,1
U2983,13,8.16,6,19,373,2,0,0,iOS,female,college,16,1,1
U2984,10,8.84,2,8,404,29,0,1,iOS,female,NEET,18,0,1
U2985,13,6.69,3,12,470,26,1,0,iOS,male,college,14,0,1
U2986,7,7.79,6,12,203,7,0,1,iOS,female,school,15,1,1
U2987,2,5.75,9,6,313,14,0,0,Android,male,NEET,30,1,1
U2988,6,6.04,5,12,210,5,0,1,iOS,female,NEET,25,1,1
U2989,11,8.14,7,8,413,12,0,1,Android,male,school,20,1,1
U2990,12,4.97,5,11,38,29,0,0,iOS,male,JEE,18,1,1
U2991,8,6.93,2,6,156,1,3,0,Android,male,college,15,0,1
U2992,6,8.08,4,6,361,11,1,0,Android,female,college,24,0,1
U2993,12,6.35,6,10,482,21,0,0,iOS,male,JEE,14,1,1
U2994,11,6.33,4,9,178,15,0,0,iOS,female,NEET,29,1,1
U2995,11,4.63,5,2,353,8,0,1,iOS,male,school,8,1,1
U2996,10,5.52,7,8,45,27,1,0,Android,male,NEET,9,1,1
U2997,11,4.15,1,9,474,27,0,0,Android,female,JEE,11,0,1
U2998,7,5.44,3,7,422,20,0,1,Android,female,NEET,18,1,1
U2999,12,2.94,6,4,481,16,1,1,Android,female,JEE,25,1,1
U3000,12,6.07,3,10,115,20,1,0,Android,female,NEET,27,1,1
U3001,7,7.71,4,4,423,2,0,0,iOS,male,college,24,1,0
U3002,15,3.52,5,6,482,6,1,0,iOS,female,JEE,15,0,0
U3003,8,5.6,4,4,496,3,0,1,iOS,male,college,10,1,0
U3004,12,4.7,5,5,187,6,2,0,iOS,male,NEET,12,1,0
U3005,10,6.52,8,9,25,10,0,1,Android,female,college,22,0,0
U3006,10,3.3,7,14,263,10,0,1,Android,female,NEET,23,1,0
U3007,12,7.1,6,8,93,8,1,0,iOS,male,NEET,16,0,0
U3008,3,5.74,7,6,147,5,0,1,Android,female,JEE,7,0,0
U3009,7,7.71,4,4,423,2,0,0,iOS,male,JEE,24,1,0
U3010,11,5.33,6,7,303,4,2,0,iOS,female,NEET,30,1,0
U3011,11,5.61,7,4,253,4,0,0,iOS,female,JEE,22,1,0
U3012,12,6.84,5,11,279,2,1,0,iOS,female,school,15,1,0
U3013,9,6.47,2,5,49,0,1,0,Android,male,school,23,1,0
U3014,11,5.87,5,9,155,5,0,0,iOS,female,JEE,20,1,0
U3015,16,3.88,4,7,45,6,1,0,Android,male,NEET,16,1,0
U3016,8,3.19,8,3,337,10,0,0,Android,female,college,24,1,0
U3017,13,4.21,6,14,111,1,2,0,iOS,female,JEE,10,1,0
U3018,6,5.43,2,6,104,9,0,1,iOS,male,college,26,0,0
U3019,14,11.39,3,7,167,5,1,0,Android,female,college,25,1,0
U3020,7,5.23,3,6,169,9,0,0,iOS,female,JEE,25,1,0
U3021,6,6.68,6,8,400,0,2,1,iOS,female,college,12,1,0
U3022,8,8.98,4,2,309,0,1,0,Android,female,college,16,1,0
U3023,11,5.87,5,9,155,5,0,0,iOS,female,NEET,25,1,0
U3024,13,4.54,3,8,75,10,1,0,iOS,female,school,30,1,0
U3025,7,4.68,3,7,112,6,0,0,iOS,female,JEE,9,1,0
U3026,16,6.6,6,8,467,4,0,0,Android,male,college,23,1,0
U3027,11,4.98,5,7,36,7,0,1,iOS,male,school,29,0,0
U3028,9,5.81,0,10,294,6,0,1,iOS,male,college,11,1,0
U3029,3,5.74,7,6,147,5,0,1,Android,female,college,15,0,0
U3030,6,8.59,4,11,244,1,0,1,iOS,male,JEE,12,1,0
U3031,10,8.4,7,7,40,3,0,0,iOS,female,college,24,1,0
U3032,10,5.26,7,8,432,2,2,0,iOS,female,JEE,29,1,0
U3033,11,6.73,5,5,171,7,0,0,iOS,female,JEE,21,1,0
U3034,11,6.42,6,7,96,2,1,0,Android,male,college,19,1,0
U3035,6,3.99,5,10,401,0,0,0,iOS,male,school,13,1,0
U3036,9,5.13,4,6,479,2,0,0,iOS,female,college,7,1,0
U3037,14,8.41,4,6,270,8,0,0,iOS,female,school,21,1,0
U3038,9,5.81,0,10,294,6,0,1,iOS,female,college,9,1,0
U3039,8,9.3,7,7,381,3,0,0,Android,female,college,19,0,0
U3040,12,4.7,5,5,187,6,2,0,iOS,female,JEE,16,1,0
U3041,12,5.07,4,8,322,7,2,0,iOS,female,NEET,23,1,0
U3042,12,5.07,4,8,322,7,2,0,iOS,female,school,15,1,0
U3043,16,6.21,3,11,418,7,0,0,iOS,female,NEET,15,1,0
U3044,12,5.07,4,8,322,7,2,0,iOS,male,NEET,15,0,0
U3045,6,4.91,4,5,339,2,0,1,iOS,female,JEE,21,0,0
U3046,9,4.92,5,4,149,6,0,0,iOS,female,college,21,1,0
U3047,6,7.13,8,8,494,7,1,1,Android,female,college,15,1,0
U3048,11,7.74,2,10,67,6,0,0,iOS,female,JEE,9,1,0
U3049,14,11.39,3,7,167,5,1,0,Android,female,college,17,0,0
U3050,6,4.91,4,5,339,2,0,1,iOS,female,school,23,0,0
U3051,8,9.48,5,7,367,3,0,1,Android,female,college,10,1,0
U3052,3,5.74,7,6,147,5,0,1,Android,male,JEE,28,1,0
U3053,9,6.96,6,11,94,4,0,0,Android,male,NEET,19,1,0
U3054,9,8.95,3,4,190,8,1,1,iOS,male,NEET,20,0,0
U3055,9,9.95,6,9,90,5,0,0,Android,female,NEET,26,1,0
U3056,8,6.7,3,6,337,2,0,0,Android,female,college,22,1,0
U3057,11,6.42,6,7,96,2,1,0,Android,male,JEE,27,0,0
U3058,11,7.38,1,4,173,0,0,0,iOS,male,NEET,19,1,0
U3059,14,5.64,3,4,18,7,1,1,Android,female,JEE,28,1,0
U3060,11,5.29,4,8,225,4,0,0,iOS,male,NEET,28,1,0
U3061,8,8.4,4,5,163,3,0,1,iOS,male,NEET,25,1,0
U3062,6,6.68,6,8,400,0,2,1,iOS,female,college,26,1,0
U3063,16,6.6,6,8,467,4,0,0,Android,female,school,21,1,0
U3064,13,7.99,7,13,188,2,0,0,iOS,male,school,16,1,0
U3065,7,7.3,3,5,292,9,1,0,iOS,female,JEE,27,1,0
U3066,11,10.02,6,7,183,6,0,1,Android,female,college,23,1,0
U3067,9,5.81,0,10,294,6,0,1,iOS,female,school,5,0,0
U3068,12,5.21,2,2,49,7,1,0,iOS,female,college,25,0,0
U3069,10,4.78,4,4,208,2,0,1,iOS,female,college,30,0,0
U3070,6,10.18,5,5,295,3,1,0,iOS,female,JEE,20,0,0
U3071,16,6.21,3,11,418,7,0,0,iOS,female,JEE,19,1,0
U3072,10,5.41,6,4,316,4,0,1,Android,male,JEE,17,1,0
U3073,8,6.62,3,12,322,6,0,0,Android,female,JEE,16,1,0
U3074,5,4.21,6,9,65,9,1,0,Android,female,school,17,1,0
U3075,12,6.18,2,10,44,3,2,1,Android,male,JEE,13,1,0
U3076,11,6.41,7,8,179,9,0,0,iOS,male,college,12,1,0
U3077,13,4.21,6,14,111,1,2,0,iOS,male,JEE,16,0,0
U3078,8,6.7,3,6,337,2,0,0,Android,female,JEE,22,0,0
U3079,8,8.98,4,2,309,0,1,0,Android,female,school,16,1,0
U3080,6,4.33,4,10,130,0,0,0,iOS,male,NEET,28,1,0
U3081,8,5.54,6,5,290,1,0,1,Android,female,college,22,1,0
U3082,11,4.61,4,7,65,6,0,0,Android,male,school,25,0,0
U3083,12,3.48,5,7,238,2,0,0,iOS,female,NEET,22,1,0
U3084,8,5.54,6,5,290,1,0,1,Android,male,JEE,22,1,0
U3085,8,6.38,8,6,303,10,0,0,iOS,female,NEET,29,1,0
U3086,4,4.32,5,8,273,8,0,0,iOS,female,school,18,0,0
U3087,10,8.9,4,3,125,8,2,0,Android,female,JEE,11,1,0
U3088,8,5.61,5,12,108,4,2,0,iOS,male,college,27,1,0
U3089,9,9.64,3,9,214,9,1,0,Android,male,JEE,22,0,0
U3090,12,5.07,4,8,322,7,2,0,iOS,female,JEE,28,1,0
U3091,14,5.64,3,4,18,7,1,1,Android,male,college,14,1,0
U3092,15,6.91,5,4,497,2,1,0,iOS,female,college,26,0,0
U3093,10,3.01,7,5,444,0,1,0,Android,male,NEET,29,1,0
U3094,12,4.7,5,5,187,6,2,0,iOS,male,college,30,1,0
U3095,12,4.94,6,3,496,4,0,0,iOS,male,NEET,7,1,0
U3096,8,6.62,3,12,322,6,0,0,Android,male,NEET,10,0,0
U3097,12,5.07,4,8,322,7,2,0,iOS,male,school,22,1,0
U3098,6,5.26,6,5,232,3,0,1,iOS,female,college,16,1,0
U3099,8,9.3,7,7,381,3,0,0,Android,female,NEET,10,1,0
U3100,9,7.72,6,9,488,3,0,1,iOS,male,JEE,22,1,0
U3101,11,10.02,6,7,183,6,0,1,Android,female,NEET,23,1,0
U3102,6,6.68,6,8,400,0,2,1,iOS,male,JEE,25,0,0
U3103,13,4.99,4,16,334,7,1,0,Android,male,school,23,0,0
U3104,7,5.15,9,10,303,9,0,0,iOS,female,school,18,1,0
U3105,9,5.81,0,10,294,6,0,1,iOS,male,school,9,0,0
U3106,6,6.77,5,9,286,7,0,0,Android,female,JEE,5,1,0
U3107,11,4.74,7,7,42,3,0,0,iOS,female,college,26,1,0
U3108,7,6.72,6,7,401,6,0,0,iOS,female,JEE,23,0,0
U3109,12,4.7,5,5,187,6,2,0,iOS,male,NEET,19,1,0
U3110,6,3.35,7,0,480,0,0,0,Android,female,NEET,29,1,0
U3111,14,4.47,4,5,85,3,0,0,iOS,male,JEE,21,1,0
U3112,11,6.42,6,7,96,2,1,0,Android,male,NEET,20,0,0
U3113,14,3.83,4,8,451,7,2,0,Android,male,NEET,29,1,0
U3114,11,5.29,4,8,225,4,0,0,iOS,male,JEE,18,1,0
U3115,11,5.87,5,9,155,5,0,0,iOS,female,college,18,1,0
U3116,11,5.09,4,6,114,3,0,1,Android,male,NEET,28,0,0
U3117,6,9.67,5,9,250,8,0,0,iOS,male,school,18,1,0
U3118,6,7.49,4,4,481,8,0,0,iOS,male,college,22,1,0
U3119,13,4.15,5,8,485,2,0,1,iOS,female,school,18,1,0
U3120,5,4.21,6,9,65,9,1,0,Android,female,college,30,1,0
U3121,6,9.67,5,9,250,8,0,0,iOS,male,JEE,18,1,0
U3122,11,5.87,4,7,338,6,0,1,Android,male,NEET,15,0,0
